"model_id","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CEPH-Rtrend_covid",1.46037888670118,82.8050836120401,1.46176994368801,123.538461538462,0.369230769230769,0.811538461538462,636
"CFA_Pyrenew-Pyrenew_H_COVID",1.63094564918954,84.9657943425877,1.58988498114256,124.469879518072,0.493975903614458,0.86144578313253,405
"CMU-TimeSeries",1.7485438845996,98.2068403514753,1.7080875087636,141.11606643178,0.253846153846154,0.734615384615385,795
"CMU-climate_baseline",2.50648134960404,134.330686279829,3.038686176335,243.812828527504,0.473076923076923,0.992307692307692,795
"CovidHub-baseline",1,54.0083272788223,1,79.9307692307692,0.35,0.769230769230769,795
"CovidHub-ensemble",1.2059966384305,65.0707637745494,1.27443306313762,102.150713244075,0.357692307692308,0.819230769230769,795
"JHU_CSSE-CSSE_Ensemble",1.51111701459434,56.8902950310559,0.94663319621302,52.9642857142857,0.964285714285714,1,128
"MOBS-GLEAM_COVID",1.36864941746738,70.4346155157715,1.44508516595543,109.83137254902,0.372549019607843,0.776470588235294,520
"NEU_ISI-AdaptiveEnsemble",1.27322000735862,66.5565991902834,1.32359191176123,103,0.348178137651822,0.753036437246964,608
"OHT_JHU-nbxd",0.928430285081381,45.9047511036789,0.90947327606109,66.5096923076923,0.330769230769231,0.719230769230769,1060
"UM-DeepOutbreak",1.47858383394813,81.122840957014,1.59254203437909,130.004993869135,0.346153846153846,0.826923076923077,848
"UMass-ar6_pooled",1.23918181879587,67.6603398015062,1.24869501023866,100.82953320926,0.338461538461538,0.792307692307692,636
"UMass-gbqr",1.08473790181975,58.3112685277523,1.12262023335232,89.121389653457,0.323076923076923,0.811538461538462,636
